edge,3,2023062018,bamtools/2.4.0.0-0,success,30.316946029663086
edge,3,2023062018,bamtools/2.4.0.0-1,error,9.233676195144653
edge,3,2023062018,bamtools/2.4.0.0-2,success,24.305081844329834
edge,3,2023062018,bamtools/2.4.0.0-3,success,25.281397104263306
edge,3,2023062018,bcftools_annotate/1.10-0,failure,25.972124099731445
edge,3,2023062018,bcftools_annotate/1.10-1,success,32.181941509246826
edge,3,2023062018,bcftools_annotate/1.10-2,error,7.9192795753479
edge,3,2023062018,bcftools_annotate/1.10-3,success,27.501230478286743
edge,3,2023062018,bcftools_annotate/1.10-4,success,27.34733772277832
edge,3,2023062018,bcftools_annotate/1.10-5,success,33.88953137397766
edge,3,2023062018,bcftools_annotate/1.10-6,success,28.63686728477478
edge,3,2023062018,bcftools_annotate/1.10-7,success,25.765796899795532
edge,3,2023062018,bcftools_concat/1.10-0,success,32.34709644317627
edge,3,2023062018,bcftools_concat/1.10-1,success,27.07220220565796
edge,3,2023062018,bcftools_concat/1.10-2,success,28.352739810943604
edge,3,2023062018,bcftools_concat/1.10-3,success,26.20734405517578
edge,3,2023062018,column_order_header_sort/0.0.1-0,failure,30.39428400993347
edge,3,2023062018,deeptools_compute_gc_bias/3.3.2.0.0-0,error,9.527849674224854
edge,3,2023062018,fastq_manipulation/1.1.5-0,success,31.365203142166138
edge,3,2023062018,fastq_manipulation/1.1.5-1,success,24.096919775009155
edge,3,2023062018,fastq_manipulation/1.1.5-10,success,26.002126693725586
edge,3,2023062018,fastq_manipulation/1.1.5-11,success,25.15740394592285
edge,3,2023062018,fastq_manipulation/1.1.5-12,success,26.443202257156372
edge,3,2023062018,fastq_manipulation/1.1.5-13,success,24.38169836997986
edge,3,2023062018,fastq_manipulation/1.1.5-14,success,25.212475061416626
edge,3,2023062018,fastq_manipulation/1.1.5-2,success,26.15471339225769
edge,3,2023062018,fastq_manipulation/1.1.5-3,success,24.13542366027832
edge,3,2023062018,fastq_manipulation/1.1.5-4,success,25.02810311317444
